Temperature,Minimum Humidity,Maximum Humidity, Minimum Soil Moisture,Maximum Soil Moisture,Minimum pH Level,Maximum pH Level,Disease/Pest,Practices,Medicines/Remedy
24,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  ,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
25,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  ,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
26,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  ,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
27,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  ,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
28,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  ,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
25,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug,"Raise the water level for 2–3 days, flood fields to reduce eggs, and plow after harvest.",Metarhizium anisopliae
26,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug,"Raise the water level for 2–3 days, flood fields to reduce eggs, and plow after harvest.",Metarhizium anisopliae
27,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug,"Raise the water level for 2–3 days, flood fields to reduce eggs, and plow after harvest.",Metarhizium anisopliae
28,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug,"Raise the water level for 2–3 days, flood fields to reduce eggs, and plow after harvest.",Metarhizium anisopliae
29,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug,"Raise the water level for 2–3 days, flood fields to reduce eggs, and plow after harvest.",Metarhizium anisopliae
30,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug,"Raise the water level for 2–3 days, flood fields to reduce eggs, and plow after harvest.",Metarhizium anisopliae
12,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
13,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
14,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
15,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
16,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
17,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
18,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
19,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
20,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
21,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
22,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
23,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
24,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
25,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
26,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
27,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
28,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
29,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
30,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
31,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
32,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer,"Use resistant varieties, manage eggs and larvae through physical, cultural, and biological controls, optimize irrigation, ensure proper planting timing, and apply nitrogen fertilizer","Chlorantraniliprole, flubendiamide, and fipronil"
18,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens","Manage planthopper threats by removing weeds, using resistant varieties, monitoring regularly with scouting or light traps, and avoiding indiscriminate insecticide use to preserve natural enemies.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) Methyl demeton 25 EC 1000 ml/ha (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha Carbofuran 3 G 17.5 kg/ha (or) Dichlorvos 76 WSC 350 ml/ ha.
19,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens","Manage planthopper threats by removing weeds, using resistant varieties, monitoring regularly with scouting or light traps, and avoiding indiscriminate insecticide use to preserve natural enemies.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) Methyl demeton 25 EC 1000 ml/ha (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha Carbofuran 3 G 17.5 kg/ha (or) Dichlorvos 76 WSC 350 ml/ ha.
20,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens","Manage planthopper threats by removing weeds, using resistant varieties, monitoring regularly with scouting or light traps, and avoiding indiscriminate insecticide use to preserve natural enemies.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) Methyl demeton 25 EC 1000 ml/ha (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha Carbofuran 3 G 17.5 kg/ha (or) Dichlorvos 76 WSC 350 ml/ ha.
21,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens","Manage planthopper threats by removing weeds, using resistant varieties, monitoring regularly with scouting or light traps, and avoiding indiscriminate insecticide use to preserve natural enemies.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) Methyl demeton 25 EC 1000 ml/ha (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha Carbofuran 3 G 17.5 kg/ha (or) Dichlorvos 76 WSC 350 ml/ ha.
22,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens","Manage planthopper threats by removing weeds, using resistant varieties, monitoring regularly with scouting or light traps, and avoiding indiscriminate insecticide use to preserve natural enemies.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) Methyl demeton 25 EC 1000 ml/ha (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha Carbofuran 3 G 17.5 kg/ha (or) Dichlorvos 76 WSC 350 ml/ ha.
23,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens","Manage planthopper threats by removing weeds, using resistant varieties, monitoring regularly with scouting or light traps, and avoiding indiscriminate insecticide use to preserve natural enemies.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) Methyl demeton 25 EC 1000 ml/ha (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha Carbofuran 3 G 17.5 kg/ha (or) Dichlorvos 76 WSC 350 ml/ ha.
24,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens","Manage planthopper threats by removing weeds, using resistant varieties, monitoring regularly with scouting or light traps, and avoiding indiscriminate insecticide use to preserve natural enemies.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) Methyl demeton 25 EC 1000 ml/ha (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha Carbofuran 3 G 17.5 kg/ha (or) Dichlorvos 76 WSC 350 ml/ ha.
25,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens","Manage planthopper threats by removing weeds, using resistant varieties, monitoring regularly with scouting or light traps, and avoiding indiscriminate insecticide use to preserve natural enemies.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) Methyl demeton 25 EC 1000 ml/ha (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha Carbofuran 3 G 17.5 kg/ha (or) Dichlorvos 76 WSC 350 ml/ ha.
26,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens","Manage planthopper threats by removing weeds, using resistant varieties, monitoring regularly with scouting or light traps, and avoiding indiscriminate insecticide use to preserve natural enemies.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) Methyl demeton 25 EC 1000 ml/ha (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha Carbofuran 3 G 17.5 kg/ha (or) Dichlorvos 76 WSC 350 ml/ ha.
27,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens","Manage planthopper threats by removing weeds, using resistant varieties, monitoring regularly with scouting or light traps, and avoiding indiscriminate insecticide use to preserve natural enemies.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) Methyl demeton 25 EC 1000 ml/ha (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha Carbofuran 3 G 17.5 kg/ha (or) Dichlorvos 76 WSC 350 ml/ ha.
28,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens","Manage planthopper threats by removing weeds, using resistant varieties, monitoring regularly with scouting or light traps, and avoiding indiscriminate insecticide use to preserve natural enemies.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) Methyl demeton 25 EC 1000 ml/ha (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha Carbofuran 3 G 17.5 kg/ha (or) Dichlorvos 76 WSC 350 ml/ ha.
29,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens","Manage planthopper threats by removing weeds, using resistant varieties, monitoring regularly with scouting or light traps, and avoiding indiscriminate insecticide use to preserve natural enemies.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) Methyl demeton 25 EC 1000 ml/ha (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha Carbofuran 3 G 17.5 kg/ha (or) Dichlorvos 76 WSC 350 ml/ ha.
30,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens","Manage planthopper threats by removing weeds, using resistant varieties, monitoring regularly with scouting or light traps, and avoiding indiscriminate insecticide use to preserve natural enemies.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) Methyl demeton 25 EC 1000 ml/ha (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha Carbofuran 3 G 17.5 kg/ha (or) Dichlorvos 76 WSC 350 ml/ ha.
